,List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Cost price,Inventory,Shipping,Profit,STOCK TYPE,Date,In Stock,weight(lb),Qty_Remaining,Soldout/not,Sold_day,Sold,SaleRate,Blowout
81,722,AS-PB605ZD,1.93E+11,PB60-B5095ZD,ASUS,Desktop System,PC & Laptop,Desktop System,,Asus Mini PC PB60-B5095ZD Intel Core i5-8400T 1.70GHz/ 8GB DRR4/ 256GB SSD/ Windows 10 Pro Desktop PC (Black) ,716.47,537.3525,15,2.5,176.6175,Recurring,01-Jan-19,Y,2.35,0,Sold,12,15,1.25,12
82,3649,AS-S208A8G,1.93E+11,ROG-STRIX-RTX2080-A8G-GAMING,ASUS,Nvidia,Component,Video Card,PCI Express Video Card,Asus NVIDIA ROG Strix GeForce RTX 2080 A8G GDDR6 2HDMI/2DisplayPort/USB Type-C PCI-Express Video Card,782.07,586.5525,15,2.5,193.0175,Recurring,01-Jan-19,Y,4.67,0,Sold,12,15,1.25,12
83,1394,SYN-RS818P,8.47E+11,RS818+,Synology,SMB,Component,NAS / DAS / SAN,NAS,Synology RackStation RS818+ 4-Bay Rackmount NAS for SMB,921.99,691.4925,15,3.5,226.9975,Recurring,01-Jan-19,Y,21.25,0,Sold,12,15,1.25,12
84,2938,MPC-ARENA,8.72E+11,CGR-BBRBS5H-ARE,Cougar,Mouse Pad,Component,Input & Output Device,Mouse Pad,Cougar CGR-BBRBS5H-ARE ARENA Gaming Mouse Pad (Black),19.37,14.5275,16,2.5,2.3425,Recurring,01-Jan-19,Y,2,0,Sold,12,16,1.333333333,12
85,3411,MB-Z390GAX,8.9E+11,Z390 GAMING X,GIGABYTE,Socket 1151,Component,Motherboard,Desktop,GIGABYTE Z390 GAMING X LGA1151/ Intel Z390/ DDR4/ Quad-GPU CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard ,153.24,114.93,16,2.5,35.81,Recurring,01-Jan-19,Y,3.75,0,Sold,12,16,1.333333333,12
86,1045,MB-Z390APR,8.9E+11,Z390 AORUS PRO,GIGABYTE,Socket 1151,Component,Motherboard,Desktop,GIGABYTE Z390 AORUS PRO LGA1151/ Intel Z390/ DDR4/ Quad-GPU CrossFireX & Quad-GPU SLI/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,193.21,144.9075,16,2.5,45.8025,Recurring,01-Jan-19,Y,4.19,0,Sold,12,16,1.333333333,12
87,3245,AS-F705M1Q,8.89E+11,F705MA-DS21Q,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus VivoBook F705MA-DS21Q 17.3 inch Intel Pentium Silver N5000 1.1GHz/ 8GB DDR4/ 1TB HDD/ USB3.1/ Windows 10 Notebook (Star Grey),470.47,352.8525,16,2.5,115.1175,Recurring,01-Jan-19,Y,8,0,Sold,12,16,1.333333333,12
88,3642,EV-GT710DD,8.43E+11,02G-P3-2717-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce GT 710 2GB DDR3 2DVI/Mini HDMI PCI-Express Video Card,58.94,44.205,21,2.5,12.235,Recurring,01-Jan-19,Y,1,0,Sold,12,21,1.75,12
89,307,S4610KG3T8,7.36E+11,SSDSC2KG038T801,Intel,SATA3,Component,Solid State Drive,SATA3,Intel SSD D3-S4610 Series SSDSC2KG038T801 3.84TB 2.5 inch SATA3 Solid State Drive (TLC),982.97,737.2275,21,2.5,243.2425,Recurring,01-Jan-19,Y,0.26,0,Sold,12,21,1.75,12
90,3966,CA-60RK30R,8.86E+11,BFA-MAG-60RK30-RP,BitFenix,Lighting Kit,Component,Case,Case Accessory,BitFenix Alchemy 2.0 Magnetic 60cm LED Strips (Red),20.5,15.375,22,2.5,2.625,Recurring,01-Jan-19,Y,0.21,0,Sold,12,22,1.833333333,12
91,3196,FX-8300BOX,7.3E+11,FD8300WMHKBOX,AMD,Others,Component,CPU / Processor,Desktop CPU,"AMD FX-8300 8-Core Black Edition Vishera Processor 3.3GHz Socket AM3+, Retail",71.75,53.8125,26,2.5,15.4375,Recurring,01-Jan-19,Y,0.74,0,Sold,12,26,2.166666667,12
92,3084,W16ESB8G8M,8.41E+11,W16ESB8G8M,SUPER TALENT,Server DDR3,Component,DRAM Memory,Server DRAM,Super Talent DDR3-1600 SODIMM 8GB/1Gx72 ECC CL11 Server Memory ,84.56,63.42,26,0,21.14,Recurring,01-Jan-19,Y,0.04,0,Sold,12,26,2.166666667,12
93,1999,FAN-BL026,,BL026,be quiet!,120mm,Component,Fan & Heatsink,Case Fan,be quiet! Shadow Wings 120mm PWM Case Fan,14.35,10.7625,30,2.5,1.0875,Recurring,01-Jan-19,Y,0.5,0,Sold,12,30,2.5,12
94,3145,PH6CE240L4,8.44E+11,PH6-CE240,Lite-On,SATA3,Component,Solid State Drive,SATA3,Lite-on MU 3 Series 240GB 2.5 inch SATA3 Solid State Drive (3D MLC),43.05,32.2875,30,2.5,8.2625,Recurring,01-Jan-19,Y,0.18,0,Sold,12,30,2.5,12
95,2388,CA-F020WTA,8.41E+11,CL-F020-PL12WT-A,Thermaltake,120mm,Component,Fan & Heatsink,Case Fan,Thermaltake Pure 120mm White LED Case Fan,7.17,2.17,11,0,5,Recurring,01-Jan-19,Y,0.31,0,Sold,12,11,0.916666667,12
96,3952,CA-ADD1225,8.86E+11,BFF-ADD-12025-RP,BitFenix,120mm,Component,Fan & Heatsink,Case Fan,BitFenix Spectre Addressable RGB 120mm LED Case Fan,14.86,11.145,11,2.5,1.215,Recurring,01-Jan-19,Y,0.4,0,Sold,12,11,0.916666667,12
97,2773,PB-IM8000R,8.41E+11,PB-IM8000R,iMicro,Battery & Charger,Electronics,Battery & Charger,,iMicro PB-IM8000R 8000mAh Lithium Polymer Battery Power Bank w/ Flashlight (Pink),30.49,22.8675,11,2.5,5.1225,Recurring,01-Jan-19,Y,0.4,0,Sold,12,11,0.916666667,12
98,223,KCP316SS_4,7.41E+11,KCP316SS8/4,Kingston,DDR3 1600,Component,DRAM Memory,Notebook DRAM,Kingston KCP316SS8/4 DDR3-1600 SODIMM 4GB/512Mx64 CL11 Notebook Memory ,30.75,23.0625,11,0,7.6875,Recurring,01-Jan-19,Y,0.1,0,Sold,12,11,0.916666667,12
99,1307,DL-DSS16,7.9E+11,DSS-16+,D-Link,Unmanaged 10/100 Switch,Component,Networking,Wired Networking,D-Link DSS-16+ 16-Port 10/100 Desktop Switch,42.54,31.905,11,2.5,8.135,Recurring,01-Jan-19,Y,2.34,0,Sold,12,11,0.916666667,12
100,1943,EV-650WL1,8.43E+11,100-N1-0650-L1,EVGA,Desktop,Component,Power Supply,Desktop,EVGA 100-N1-0550-L1 650W ATX12V & EPS12V Power Supply ,53.81,40.3575,11,2.5,10.9525,Recurring,01-Jan-19,Y,3,0,Sold,12,11,0.916666667,12
101,2908,SP-P40NB31,1.93E+11,CGR-P40NB-310,Cougar,Speaker & Headset,Component,Multimedia,Speaker & Headset,Cougar CGR-P40NB-310 Immersa Ti Stereo Gaming Headset w/ Microphone,57.9,43.425,11,2.5,11.975,Recurring,01-Jan-19,Y,1.6,0,Sold,12,11,0.916666667,12
102,1036,MB-PA320MK,8.89E+11,PRIME A320M-K,ASUS,Socket AM4,Component,Motherboard,Desktop,Asus PRIME A320M-K Socket AM4/ AMD A320/ DDR4/ SATA3&USB3.0/ M.2/ A&GbE/ MicroATX Motherboard,62.01,46.5075,11,2.5,13.0025,Recurring,01-Jan-19,Y,2.01,0,Sold,12,11,0.916666667,12
103,2832,PS-GMM750B,8.48E+11,ASTRAPE M1-750B,GAMDIAS,Desktop,Component,Power Supply,Desktop,GAMDIAS ASTRAPE M1-750B 750W 80 PLUS Standard ATX12V v2.2 Power Supply w/ Active PFC,87.12,65.34,11,2.5,19.28,Recurring,01-Jan-19,Y,5.4,0,Sold,12,11,0.916666667,12
104,1208,MSI-165GX4,8.24E+11,G1650GX4,MSI,Nvidia,Component,Video Card,PCI Express Video Card,MSI NVIDIA GeForce GTX 1650 GAMING X 4GB GDDR5 HDMI/2DisplayPorts PCI-Express Video Card,187.58,140.685,11,2.5,44.395,Recurring,01-Jan-19,Y,2.7,0,Sold,12,11,0.916666667,12
105,3872,CA-ARMORSB,1.93E+11,ARMOR-S BLACK,Cougar,Gaming Accessory,Electronics,Gaming Accessory,,Cougar Armor S (Black) Luxury Gaming Chair with Breathable Premium PVC Leather and Body-embracing High Back Design,233.7,175.275,11,10,48.425,Recurring,01-Jan-19,Y,46.3,0,Sold,12,11,0.916666667,12
106,1774,LG-34CB88P,7.19E+11,34CB88-P,LG Electronics,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"LG Electronics 34CB88-P 34 inch Ultra Widescreen 1,000:1 5ms HDMI/DisplayPort/USB3.0 LED LCD Monitor, w/ Speakers (Black)",613.97,460.4775,11,10,143.4925,Recurring,01-Jan-19,Y,25.4,0,Sold,12,11,0.916666667,12
107,688,AS-TP412XB,1.93E+11,TP412UA-XB51T,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Asus VivoBook Flip 14 TP412UA-XB51T 14.0 inch Intel Core i5-8250U 1.6GHz/ 8GB DDR4/ 256GB SSD/ USB3.1/ Windows 10 Pro Notebook (Star Grey Metal),798.47,598.8525,11,2.5,197.1175,Recurring,01-Jan-19,Y,3.3,0,Sold,12,11,0.916666667,12
108,1218,GV-208TO11,8.9E+11,GV-N208TGAMING OC-11GC,GIGABYTE,Nvidia,Component,Video Card,PCI Express Video Card,GIGABYTE NVIDIA GeForce RTX 2080 Ti GAMING OC 11G GDDR6 HDMI/3DisplayPort/USB Type-C PCI-Express Video Card,1301.75,976.3125,11,2.5,322.9375,Recurring,01-Jan-19,Y,4.1,0,Sold,12,11,0.916666667,12
109,3272,MSI-P65020,8.24E+11,P65020,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI P65 Creator 8RE-020 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 512GB SSD / GTX 1060/ USB3.1/ Windows 10 Pro Ultrabook (Aluminum Silver),1573.37,1180.0275,11,2.5,390.8425,Recurring,01-Jan-19,Y,6.85,0,Sold,12,11,0.916666667,12
110,743,MSI-TRI041,8.24E+11,TRIDENTX041,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Trident X Plus 9SE-041US Intel Core i7-9700K 3.6GHz/ 16GB DDR4/ 2TB HDD + 256GB SSD/ RTX 2080 VENTUS/ Windows 10 Home Desktop PC (Black-RGB),2233.48,1675.11,11,3.5,554.87,Recurring,01-Jan-19,Y,20.94,0,Sold,12,11,0.916666667,12
111,778,AS-MPW020,8.89E+11,90XB04EN-MPW020,ASUS,Battery & Charger,PC & Laptop,Accessory,Battery & Charger,Asus 90XB04EN-MPW020 65W USB Type-C Power Adapter,70.73,53.0475,12,2.5,15.1825,Recurring,01-Jan-19,Y,0.97,0,Sold,12,12,1,12
112,1555,EN-MB994SK,8.85E+11,MB994SK-1B,Icy Dock,Accessory,Component,Hard Drive,Accessory,"ICY DOCK ToughArmor MB994SK-1B Full Metal 4 Bay 2.5 inch SAS/SATA HDD/SSD Hot Swap Mobile Rack Cage for Single 5.25"" Bay,w/ locking Trays (Black)",87.3,65.475,12,2.5,19.325,Recurring,01-Jan-19,Y,1.94,0,Sold,12,12,1,12
113,44,F3466UB8G,8.41E+11,F3466UB8G,SUPER TALENT,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Super Talent DDR4-3466 8GB/512Mx8 CL16 Memory,101.48,76.11,12,2.5,22.87,Recurring,01-Jan-19,Y,0.12,0,Sold,12,12,1,12
114,1972,CA-BGW30,,BGW30,be quiet!,ATX Mid Tower,Component,Case,Computer Case,"be quiet! Silent Base 801 SILVER Mid-Tower ATX Computer Case w/ Window, Two 140mm Fans, 10mm Extra Thick insulation mats (BGW30)",156.83,117.6225,12,10,29.2075,Recurring,01-Jan-19,Y,25.19,0,Sold,12,12,1,12
115,3707,SYN-32GECC,8.47E+11,RAMRG2133DDR4-32G,Synology,Server DDR4,Component,DRAM Memory,Server DRAM,Synology RAMRG2133DDR4-32G DDR4-2133 32GB ECC/REG CL15 Server Memory,659.07,494.3025,12,0,164.7675,Recurring,01-Jan-19,Y,0.1,0,Sold,12,12,1,12
116,3224,AS-UX331UA,1.93E+11,UX331UA-DS71,ASUS,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,ASUS ZenBook 13 UX331UA-DS71 13.3 inch Intel Core i7-8550U 1.8GHz/ 8GB LPDDR3/ 256GB SSD/ USB3.1/ Windows 10 Ultrabook (Icicle Gold Metal),890.72,668.04,12,2.5,220.18,Recurring,01-Jan-19,Y,5,0,Sold,12,12,1,12
117,1229,EV-208TXCG,8.43E+11,11G-P4-2382-KR,EVGA,Nvidia,Component,Video Card,PCI Express Video Card,EVGA NVIDIA GeForce RTX 2080 Ti XC GAMING 11GB GDDR6 HDMI/3DisplayPort/USB Type-C PCI-Express Video Card w/ RGB LED,1269.98,952.485,12,2.5,314.995,Recurring,01-Jan-19,Y,4.67,0,Sold,12,12,1,12
118,742,MSI-TRI042,8.24E+11,TRIDENTX042,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Trident X Plus 9SD-042US Intel Core i7-9700K 3.6GHz/ 16GB DDR4/ 512GB SSD/ RTX 2070 ARMOR/ Windows 10 Home Desktop PC (Black-RGB),1946.48,1459.86,12,3.5,483.12,Recurring,01-Jan-19,Y,20.94,0,Sold,12,12,1,12
119,3279,MSI-E63053,8.24E+11,GE63RGB053,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI GE63 Raider RGB-053 15.6 inch Intel Core i7-8750H 2.2GHz/ 16GB DDR4/ 1TB HDD + 256GB SSD/ RTX 2060/ USB3.1/ Windows 10 Home Notebook (RGB A cover Aluminum Black),1956.73,1467.5475,12,2.5,486.6825,Recurring,01-Jan-19,Y,5.49,0,Sold,12,12,1,12
120,3274,MSI-P75469,8.24E+11,P75469,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI P75 Creator-469 17.3 inch Intel Core i9-9880H 2.4GHz/ 32GB DDR4/ 1TB SSD / RTX 2070/ USB3.2/ Windows 10 Pro Ultrabook (Space Gray with Silver Diamond cut),2629.12,1971.84,12,2.5,654.78,Recurring,01-Jan-19,Y,8.58,0,Sold,12,12,1,12
121,2468,P39AL12BLA,8.41E+11,CL-P039-AL12BL-A,Thermaltake,Socket FM2,Component,Fan & Heatsink,CPU Fan & Heatsink,Thermaltake Contac Silent 12 CL-P039-AL12BL-A CPU Cooler for Intel LGA 1366/1156/1155/1151/1150/775 & AMD Socket AM4/FM2/FM1/AM3+/AM3/AM2+/AM2 ,22.55,16.9125,13,2.5,3.1375,Recurring,01-Jan-19,Y,2,0,Sold,12,13,1.083333333,12
122,3533,CA-BPND35R,8.47E+11,BPN-DE350SS-RED,iStarUSA,Accessory,Component,Hard Drive,Accessory,"iStarUSA BPN-DE350SS-RED 3x5.25"" to 5x3.5"" SAS/SATA 6.0 Gb/s Trayless Hot-Swap Cage (Red/Black)",59,44.25,13,2.5,12.25,Recurring,01-Jan-19,Y,3,0,Sold,12,13,1.083333333,12
123,3397,MB-TH310PG,8.89E+11,TUF H310-PLUS GAMING,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus TUF H310-PLUS GAMING LGA1151/ Intel H310/ DDR4/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,86.1,64.575,13,2.5,19.025,Recurring,01-Jan-19,Y,2.35,0,Sold,12,13,1.083333333,12
124,3392,MB-P10S-WS,8.89E+11,P10S WS,ASUS,Socket 1151,Component,Motherboard,Desktop,Asus P10S WS LGA1151/ Intel C236/ DDR4/ Quad CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,217.81,163.3575,13,2.5,51.9525,Recurring,01-Jan-19,Y,5,0,Sold,12,13,1.083333333,12
125,1915,EV-1200P2X,8.43E+11,220-P2-1200-X1,EVGA,Desktop,Component,Power Supply,Desktop,EVGA SuperNOVA 1200 P2 220-P2-1200-X1 1200W 80 PLUS Platinum ATX12V & EPS12V Power Supply ,297.25,222.9375,13,3.5,70.8125,Recurring,01-Jan-19,Y,10,0,Sold,12,13,1.083333333,12
126,3970,CA-M33F12K,8.86E+11,BFA-MSC-M33F12VKK-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,BitFenix Alchemy Multisleeved 20cm 4Pin Molex Male to 3x 3Pin Fan Male 12V Adapter Cable (Black),7.79,5.8425,14,0,1.9475,Recurring,01-Jan-19,Y,0.04,0,Sold,12,14,1.166666667,12
127,2927,MO-BUNKERS,1.93E+11,BUNKER S RGB,Cougar,Accessory,Hardware & Software,Server & Workstation,Accessory,Cougar Bunker S RGB headset stand with 2x USB 2.0,39.46,29.595,14,2.5,7.365,Recurring,01-Jan-19,Y,1,0,Sold,12,14,1.166666667,12
128,2818,MO-ZEUSM1,8.48E+11,GD-ZEUS M1,GAMDIAS,Mouse,Component,Input & Output Device,Mouse,Gamdias GD-ZEUS M1 Wired USB  RGB Optical Gaming Mouse,46.64,34.98,14,2.5,9.16,Recurring,01-Jan-19,Y,0.65,0,Sold,12,14,1.166666667,12
129,325,SSDSCKJ480,7.36E+11,SSDSCKJB480G701,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3520 Series SSDSCKJB480G701 480GB M.2 SATA3 Solid State Drive (MLC),244.97,183.7275,14,0,61.2425,Recurring,01-Jan-19,Y,0.1,0,Sold,12,14,1.166666667,12
130,2616,FAN-SY12LM,8.13E+11,SY1225SL12LM-P,Scythe,120mm,Component,Fan & Heatsink,Case Fan,Scythe SY1225SL12LM-P Slip Stream 120mm PWM Case Fan,7.17,2.17,15,0,5,Recurring,01-Jan-19,Y,0.45,0,Sold,12,15,1.25,12
131,1581,FM-H50334,6.49E+11,H50334,Hiro,Wireless Network Adapter,Component,Networking,Wireless Networking,HiRO H50334 Dual Band 802.11ac 11ac AC600 5G 433Mbps Wireless WiFi WLAN USB Network Adapter Windows 10 plug n play no driver installation needed Windows 8.1 8 7 Compatible,14.35,10.7625,15,2.5,1.0875,Recurring,01-Jan-19,Y,0.11,0,Sold,12,15,1.25,12
132,1568,EN-MB482SP,8.85E+11,MB482SP-3B,Icy Dock,Accessory,Component,Hard Drive,Accessory,ICY DOCK EZConvert Air Lite MB482SP-3B Open Air 2.5 inch to 3.5 inch SAS / SATA (22pin) HDD & SSD Converter / Mounting Kit for  Internal 3.5 inch Drive Bay (Silver),16.08,12.06,15,2.5,1.52,Recurring,01-Jan-19,Y,0.48,0,Sold,12,15,1.25,12
133,119,T667EA512H,8.78E+11,T667EA512H,SUPER TALENT,Server DDR2,Component,DRAM Memory,Server DRAM,Super Talent DDR2-667 512MB/64x8 ECC Hynix Chip Server Memory,13.33,9.9975,15,0,3.3325,Recurring,01-Jan-19,Y,0.06,0,Sold,12,15,1.25,12
134,1878,FAN-CF1233,,CF 120 3 IN 1,DEEPCOOL,120mm,Component,Fan & Heatsink,Case Fan,Deepcool CF 120 3 IN 1 120mm RGB LED Case Fan,47.15,35.3625,15,2.5,9.2875,Recurring,01-Jan-19,Y,2,0,Sold,12,15,1.25,12
135,3366,MB-X299EX4,,X299 EXTREME4,ASRock,Socket 2066,Component,Motherboard,Desktop,ASRock X299 EXTREME4 LGA2066/ Intel X299/ DDR4/ Quad CrossFireX & Quad SLI/ SATA3&USB3.1/ M.2/ ATX Motherboard,192.7,144.525,16,2.5,45.675,Recurring,01-Jan-19,Y,4.2,0,Sold,12,16,1.333333333,12
136,1706,AS-VS24AH,8.86E+11,VS24AH-P,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus VS24AH-P 24.1 inch Widescreen 80,000,000:1 5ms VGA/DVI/HDMI LED LCD Monitor (Black)",203.98,152.985,16,3.5,47.495,Recurring,01-Jan-19,Y,14.3,0,Sold,12,16,1.333333333,12
137,1104,MB-X11SAEB,6.72E+11,X11SAE-B,Supermicro,LGA 1151,Component,Motherboard,Server,Supermicro X11SAE-B LGA1151/ Intel C236/ DDR4/ SATA3&USB3.1/ A&2GbE/ ATX Motherboard,209.61,157.2075,16,2.5,49.9025,Recurring,01-Jan-19,Y,2.2,0,Sold,12,16,1.333333333,12
138,1710,AS-PG248Q,8.89E+11,PG248Q,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,ASUS PG248Q 24 inch Widescreen 1000:1 1ms HDMI/DisplayPort/USB LED LCD Monitor(Black),453.05,339.7875,16,3.5,109.7625,Recurring,01-Jan-19,Y,21,0,Sold,12,16,1.333333333,12
139,3763,MSI-24X009,8.24E+11,PRO24XM009,MSI,All-in-One PC,PC & Laptopk,All-in-One PC,,MSI PRO 24X 7M-009US 23.8 inch All-in-one Intel Core i5-7200U 2.5GHz/ 8GB DDR4/ 1TB HDD + 16GB DDR4 Intel Optane Memory/ Windows 10 Pro Desktop PC (Black),808.72,606.54,16,3.5,198.68,Recurring,01-Jan-19,Y,10.8,0,Sold,12,16,1.333333333,12
140,1113,MB-X9DRDFB,6.72E+11,X9DRD-IF-B,Supermicro,LGA 2011,Component,Motherboard,Server,Supermicro X9DRD-IF-B Dual LGA2011/ Intel C602/ DDR3/ SATA3/ V&2GbE/ EATX Server Motherboard,343.37,257.5275,17,2.5,83.3425,Recurring,01-Jan-19,Y,5,0,Sold,12,17,1.416666667,12
141,1122,MB-X10DDWB,6.72E+11,X10DDW-I-B,Supermicro,LGA 2011,Component,Motherboard,Server,Supermicro X10DDW-I-B Dual LGA2011/ Intel C612/ DDR4/ SATA3&USB3.0/ V&2GbE/ Proprietary WIO Server Motherboard,408.97,306.7275,17,2.5,99.7425,Recurring,01-Jan-19,Y,5,0,Sold,12,17,1.416666667,12
142,2957,VC511-5WH,8.4E+11,NP511-5-WHITE,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP511-5-WHITE 5ft Cat5e UTP Molded Patch Cable (White),2.56,1.92,18,0,0.64,Recurring,01-Jan-19,Y,0.11,0,Sold,12,18,1.5,12
143,3968,CA-3F33F6K,8.86E+11,BFA-MSC-3F33F60KK-RP,BitFenix,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Bitfenix Alchemy Multisleeved 60cm 3Pin Fan Male to 3x 3Pin Fan Female Adapter Cable (Black),5.02,3.765,18,0,1.255,Recurring,01-Jan-19,Y,0.03,0,Sold,12,18,1.5,12
144,4076,CA-MCP2285,6.72E+11,MCP-220-81502-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-220-81502-0N Slim SATA DVD kit For SC815/ 816/ 213/ 825/ 828/ 836,15.89,11.9175,18,2.5,1.4725,Recurring,01-Jan-19,Y,0.5,0,Sold,12,18,1.5,12
145,2400,CA-MCP809N,6.72E+11,MCP-220-82609-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,"Supermicro MCP-220-82609-0N 2x 2.5"" Hard Disk Drive Kit for 826B Series Chassis (Cables & Backplane Included)",44.59,33.4425,18,2.5,8.6475,Recurring,01-Jan-19,Y,0.5,0,Sold,12,18,1.5,12
146,3807,CA-CAP12AW,,CAPTAIN 120EX WHITE,DEEPCOOL,Liquid Cooling,Component,Fan & Heatsink,Liquid Cooling,DEEPCOOL CAPTAIN 120EX WHITE 120mm CPU Liquid Cooler for LGA2011-V3/2011/1366/1156/1155/1151/1150 & AMD Socket AM4/FM2+/FM2/FM1/AM3+/AM3/AM2+/AM2,59.45,44.5875,18,2.5,12.3625,Recurring,01-Jan-19,Y,1.9,0,Sold,12,18,1.5,12
147,1952,PS-BN627,,BN627,be quiet!,Desktop,Component,Power Supply,Desktop,be quiet! Pure Power 11 600W 80 Plus Gold ATX12V v2.4 & EPS12V v2.92 Power Supply w/ Active PFC (Black),77.9,58.425,18,2.5,16.975,Recurring,01-Jan-19,Y,5.4,0,Sold,12,18,1.5,12
148,2287,POWERCORDS,,POWER CORD,Seasonic,Power Cable,Component,Cable,Power Cable,6 FT Power Cord for Power Supply,3.84,2.88,20,0,0.96,Recurring,01-Jan-19,Y,0.2,0,Sold,12,20,1.666666667,12
149,2395,CA-MCP826T,,MCP-230-82602-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-230-82602-0N Top Cover for CSE-826BE16-R920LPB,15.37,11.5275,20,2.5,1.3425,Recurring,01-Jan-19,Y,1,0,Sold,12,20,1.666666667,12
150,2971,VC511-14BK,8.4E+11,NP511-14-BLACK,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP511-14-BLACK 14ft Cat5e UTP Molded Patch Cable (Black),5.43,4.0725,20,0,1.3575,Recurring,01-Jan-19,Y,0.24,0,Sold,12,20,1.666666667,12
151,3946,CA-ADO606,8.86E+11,BFA-ADD-60MK30N-RP,BitFenix,Lighting Kit,Component,Case,Case Accessory,BitFenix Alchemy 3.0 Addressable RGB LED Strip - 60cm,28.19,21.1425,20,2.5,4.5475,Recurring,01-Jan-19,Y,0.2,0,Sold,12,20,1.666666667,12
152,3709,CA-CBLSA29,6.72E+11,CBL-SAST-0929,Supermicro,SAS,Component,Cable,SAS,Supermicro CBL-SAST-0929 57cm OCuLink to MiniSAS HD Cable,30.65,22.9875,20,2.5,5.1625,Recurring,01-Jan-19,Y,0.5,0,Sold,12,20,1.666666667,12
153,4182,CA-SONATAT,7.61E+11,SONATA PROTO BLACK,Antec,ATX Mid Tower,Component,Case,Computer Case,Antec Sonata Proto No Power Supply ATX Mid Tower (Black),69.7,52.275,20,3.5,13.925,Recurring,01-Jan-19,Y,20.12,0,Sold,12,20,1.666666667,12
154,2700,PS-MPY55AF,8.84E+11,MPY-5501-AFAAG-US,Cooler Master,Desktop,Component,Power Supply,Desktop,Cooler Master MWE Gold 550 Full Modular MPY-5501-AFAAG-US 550W 80 PLUS Gold ATX 12V V2.31 Power Supply w/ Active PFC,79.95,59.9625,20,2.5,17.4875,Recurring,01-Jan-19,Y,6,0,Sold,12,20,1.666666667,12
155,2701,PS-MPY65AC,8.84E+11,MPY-6501-ACAAG-US,Cooler Master,Desktop,Component,Power Supply,Desktop,Cooler Master MWE Gold 650 MPY-6501-ACAAG-US 650W 80 PLUS Gold ATX 12V V2.31 Power Supply,80.46,60.345,20,2.5,17.615,Recurring,01-Jan-19,Y,5.6,0,Sold,12,20,1.666666667,12
156,2703,PS-MPY75AC,8.84E+11,MPY-7501-ACAAG-US,Cooler Master,Desktop,Component,Power Supply,Desktop,Cooler Master MWE Gold 750 MPY-7501-ACAAG-US 750W 80 PLUS Gold ATX 12V V2.31 Power Supply,90.71,68.0325,20,2.5,20.1775,Recurring,01-Jan-19,Y,5.6,0,Sold,12,20,1.666666667,12
157,3414,MB-B360HD3,8.9E+11,B360 HD3,GIGABYTE,Socket 1151,Component,Motherboard,Desktop,GIGABYTE B360 HD3 LGA1151/ Intel B360/ DDR4/ Quad-GPU CrossFireX/ SATA3&USB3.1/ M.2/ A&GbE/ ATX Motherboard,97.37,73.0275,20,2.5,21.8425,Recurring,01-Jan-19,Y,2.47,0,Sold,12,20,1.666666667,12
158,2669,CA-MCBB530,8.84E+11,MCB-B530P-KHNN-S01,Cooler Master,ATX Mid Tower,Component,Case,Computer Case,Cooler Master MasterBox MB530P No Power Supply ATX Mid Tower w/ Window (Black),117.87,88.4025,20,3.5,25.9675,Recurring,01-Jan-19,Y,22,0,Sold,12,20,1.666666667,12
