List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Inventory,STOCK TYPE,Date,In Stock,weight(lb),SaleRate,SaleRateNew
3784,SAM-PM49H,8.06E+11,PM49H,Samsung,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung PM-H Series PM49H 49 inch 4000:1 8ms DVI/HDMI/DisplayPort/RJ45/USB LED LCD Monitor, w/ Built-in Wifi & Media Player & TV Tuner & Speakers (Black)",,,,,,,0.04494382,0.011494253
1797,SAM-DB55E,8.06E+11,DB55E,Samsung,"32""/above LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Samsung DB-E Series DB55E 55 inch 5000:1 8ms Component/VGA/DVI/HDMI/RJ45/USB LED LCD Monitor, w/ Built-in Wifi & TV Tuner & Speakers (Black)",,,,,,,0.04494382,0.011494253
3350,SP-SSECX79,8.85E+11,SP-SSECX79-TRAY,QNAP,Accessory,Component,Hard Drive,Accessory,QNAP SP-SSECX79-TRAY HDD Tray for 2.5 inch HDD,,,,,,,0.04494382,0.011494253
4094,CA-SFTDCMS,6.72E+11,SFT-DCMS-SINGLE,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro SFT-DCMS-SINGLE DataCenter Management Package (per node license),,,,,,,0.04494382,0.011494253
2643,IW-RJ424DE,,RJ424-04-CR550.HDE,In Win,JBOD / RAID Storage,Hardware & Software,Server & Workstation,Storage RAID,In-Win RJ424-04-CR550.HDE 550W 4U JBOD Storage Enclosure,,,,,,,0.04494382,0.011494253
2642,IW-RJ4244H,,RJ424-04-CR550.HE,In Win,JBOD / RAID Storage,Hardware & Software,Server & Workstation,Storage RAID,In-Win RJ424-04-CR550.HE 550W 4U JBOD Storage Enclosure,,,,,,,0.04494382,0.011494253
2438,CA-AOCSTI1,6.72E+11,AOC-STGN-I1S,Supermicro,Wired Network Adapter,Component,Networking,Wired Networking,Supermicro AOC-STGN-I1S Single-port 10 Gigabit Ethernet Adapter,,,,,,,0.04494382,0.011494253
3058,MT426ER32G,,CT32G4RFD4266-2G6,Micron,Server DDR4,Component,DRAM Memory,Server DRAM,Micron DDR4-2666 32GB/4Gx72 ECC/REG CL19 Server Memory,,,,,,,0.04494382,0.011494253
1933,EV-1650WP2,8.43E+11,220-P2-0650-X1,EVGA,Desktop,Component,Power Supply,Desktop,EVGA SuperNOVA 650 P2 220-P2-0650-X1 650W 80 PLUS Platinum ATX12V & EPS12V Power Supply ,138.38,1,Recurring,01 January 2019,L,6,0.06741573,0.011764706
3567,AT-N5908OB,8.41E+11,11289-01-20G,Sapphire,AMD,Component,Video Card,PCI Express Video Card,Sapphire Nitro+ AMD Radeon RX 590 8G GDDR5 DVI/2HDMI/2DisplayPort PCI-Express Video Card,234.72,1,Recurring,01 January 2019,L,3.1,0.06741573,0.011764706
3358,SP-QM4P284,8.85E+11,QM2-4P-284,QNAP,Other,Component,Controller Card,Other,QNAP QM2-4P-284 QUAD M.2 2280 PCIE (GEN2 X4) NVME SSD Expansion Card,194.24,1,Recurring,01 January 2019,L,3,0.06741573,0.011764706
976,SP-QM4P342,8.85E+11,QM2-4P-342,QNAP,Other,Component,Controller Card,Other,QNAP QM2-4P-342 Quad M.2 PCIE SSD Expansion Card,234.72,1,Recurring,01 January 2019,L,3,0.06741573,0.011764706
361,PX512M9PEG,8.44E+11,PX-512M9PEG,Plextor,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Plextor M9PeG 512GB M.2 2280 PCI-Express 3.0 x4 Solid State Drive (TLC),104.55,1,Recurring,01 January 2019,L,0.1,0.06741573,0.011764706
3344,SP-RAM2G3L,8.85E+11,RAM-2GDR3L-SO-1600,QNAP,DDR3 1600,Component,DRAM Memory,Notebook DRAM,QNAP DDR3L-1600 SODIMM 2GB Notebook Memory ,70,1,Recurring,01 January 2019,L,0.1,0.06741573,0.011764706
3338,SP-4GB3RAM,8.85E+11,SP-4GB-DDR3-LD  RAM-4GDR3-LD-1600,QNAP,DDR3 1600,Component,DRAM Memory,Desktop DRAM,QNAP DDR3-1600 4GB Memory ,123,1,Recurring,01 January 2019,L,0.5,0.06741573,0.011764706
3162,FET128MDRM,8.41E+11,FET128MDRM,SUPER TALENT,IDE/PATA,Component,Solid State Drive,IDE/PATA,Super Talent 128GB 1.3 inch IDE ZIF Solid State Drive (MLC),73.8,1,Recurring,01 January 2019,L,0.06,0.06741573,0.011764706
613,LENBAR1010,29521558593,LBAR1010,Lenmar,Battery & Charger,PC & Laptop,Accessory,Battery & Charger,Lenmar LBAR1010 Lithium-Ion Replacement Battery For Acer Notebooks(Black),60.47,1,Recurring,01 January 2019,L,2,0.06741573,0.011764706
313,S3610_480G,7.36E+11,SSDSC2BX480G401,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3610 Series SSDSC2BX480G401 480GB 2.5 inch SATA3 Solid State Drive (MLC),337.22,1,Recurring,01 January 2019,L,0.25,0.06741573,0.011764706
171,HX430K4_16,,HX430C15PB3K4/16,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston HyperX Predator (T2) HX430C15PB2K4/16 DDR4-3000 16GB(4x4GB)/512Mx64 CL15 Memory Kit,164,1,Recurring,01 January 2019,L,0.57,0.06741573,0.011764706
2411,CA-SA826A,6.72E+11,BPN-SAS-826A,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,"Supermicro BPN-SAS-826A 12x 3.5"" Hard Drive Backplane",205,1,Recurring,01 January 2019,L,0.2,0.06741573,0.011764706
132,D429R32GH,,HMA84GR7CJR4N-WM,SK hynix,Server DDR4,Component,DRAM Memory,Server DRAM,SK hynix DDR4-2933 32GB/2Gx4 ECC/REG CL 21 Server Memory,199.87,1,Recurring,01 January 2019,L,0.2,0.06741573,0.011764706
1314,DL-G1028MP,7.90E+11,DGS-1210-28MP,D-Link,Smart Managed Switch,Component,Networking,Wired Networking,D-Link DGS-1210-28MP 24-Port Gigabit Smart Managed PoE Switch w/ 4x Gigabit RJ45/SFP COMBO Ports & 370W PoE Budget,456.12,1,Recurring,01 January 2019,L,10.86,0.06741573,0.011764706
4037,CA-825T72B,6.72E+11,CSE-825TQ-R720LPB,Supermicro,2U,Component,Server,Server Chassis,Supermicro CSE-825TQ-R720LPB 720W Redundant 2U Rackmount Server Chassis (Black),592.45,1,Recurring,01 January 2019,L,52,0.06741573,0.011764706
3478,MB-X11DHTB,6.72E+11,X11DPH-T-B,Supermicro,Others,Component,Motherboard,Server,Supermicro X11DPH-T-B Dual LGA3647/ Intel C622/ DDR4/ SATA3&USB3.0/ V&2GbE/ EATX Server Motherboard,599.63,1,Recurring,01 January 2019,L,4.6,0.06741573,0.011764706
3482,MB-X9SPVM4,6.72E+11,X9SPV-M4-O,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro X9SPV-M4-O Intel Core i7-3555LE/ Intel QM77/ DDR3/ SATA3&USB3.0/ A&V&4GbE/ Mini-ITX Motherboard & CPU Combo ,685.72,1,Recurring,01 January 2019,L,4,0.06741573,0.011764706
3487,MB-X10SV8,6.72E+11,X10SDV-8C-TLN4F-O,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro X10SDV-8C-TLN4F-O Intel Xeon D-1540/ DDR4/ SATA3&USB3.0/ V&4GbE/ Mini-ITX Motherboard & CPU Combo,897.9,1,Recurring,01 January 2019,L,8,0.06741573,0.011764706
1933,EV-1650WP2,8.43E+11,220-P2-0650-X1,EVGA,Desktop,Component,Power Supply,Desktop,EVGA SuperNOVA 650 P2 220-P2-0650-X1 650W 80 PLUS Platinum ATX12V & EPS12V Power Supply ,,,,,,,0.06741573,0.011764706
3567,AT-N5908OB,8.41E+11,11289-01-20G,Sapphire,AMD,Component,Video Card,PCI Express Video Card,Sapphire Nitro+ AMD Radeon RX 590 8G GDDR5 DVI/2HDMI/2DisplayPort PCI-Express Video Card,,,,,,,0.06741573,0.011764706
3358,SP-QM4P284,8.85E+11,QM2-4P-284,QNAP,Other,Component,Controller Card,Other,QNAP QM2-4P-284 QUAD M.2 2280 PCIE (GEN2 X4) NVME SSD Expansion Card,,,,,,,0.06741573,0.011764706
976,SP-QM4P342,8.85E+11,QM2-4P-342,QNAP,Other,Component,Controller Card,Other,QNAP QM2-4P-342 Quad M.2 PCIE SSD Expansion Card,,,,,,,0.06741573,0.011764706
361,PX512M9PEG,8.44E+11,PX-512M9PEG,Plextor,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Plextor M9PeG 512GB M.2 2280 PCI-Express 3.0 x4 Solid State Drive (TLC),,,,,,,0.06741573,0.011764706
3344,SP-RAM2G3L,8.85E+11,RAM-2GDR3L-SO-1600,QNAP,DDR3 1600,Component,DRAM Memory,Notebook DRAM,QNAP DDR3L-1600 SODIMM 2GB Notebook Memory ,,,,,,,0.06741573,0.011764706
3338,SP-4GB3RAM,8.85E+11,SP-4GB-DDR3-LD  RAM-4GDR3-LD-1600,QNAP,DDR3 1600,Component,DRAM Memory,Desktop DRAM,QNAP DDR3-1600 4GB Memory ,,,,,,,0.06741573,0.011764706
3162,FET128MDRM,8.41E+11,FET128MDRM,SUPER TALENT,IDE/PATA,Component,Solid State Drive,IDE/PATA,Super Talent 128GB 1.3 inch IDE ZIF Solid State Drive (MLC),,,,,,,0.06741573,0.011764706
613,LENBAR1010,29521558593,LBAR1010,Lenmar,Battery & Charger,PC & Laptop,Accessory,Battery & Charger,Lenmar LBAR1010 Lithium-Ion Replacement Battery For Acer Notebooks(Black),,,,,,,0.06741573,0.011764706
313,S3610_480G,7.36E+11,SSDSC2BX480G401,Intel,SATA3,Component,Solid State Drive,SATA3,Intel DC S3610 Series SSDSC2BX480G401 480GB 2.5 inch SATA3 Solid State Drive (MLC),,,,,,,0.06741573,0.011764706
171,HX430K4_16,,HX430C15PB3K4/16,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston HyperX Predator (T2) HX430C15PB2K4/16 DDR4-3000 16GB(4x4GB)/512Mx64 CL15 Memory Kit,,,,,,,0.06741573,0.011764706
2411,CA-SA826A,6.72E+11,BPN-SAS-826A,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,"Supermicro BPN-SAS-826A 12x 3.5"" Hard Drive Backplane",,,,,,,0.06741573,0.011764706
132,D429R32GH,,HMA84GR7CJR4N-WM,SK hynix,Server DDR4,Component,DRAM Memory,Server DRAM,SK hynix DDR4-2933 32GB/2Gx4 ECC/REG CL 21 Server Memory,,,,,,,0.06741573,0.011764706
1314,DL-G1028MP,7.90E+11,DGS-1210-28MP,D-Link,Smart Managed Switch,Component,Networking,Wired Networking,D-Link DGS-1210-28MP 24-Port Gigabit Smart Managed PoE Switch w/ 4x Gigabit RJ45/SFP COMBO Ports & 370W PoE Budget,,,,,,,0.06741573,0.011764706
4037,CA-825T72B,6.72E+11,CSE-825TQ-R720LPB,Supermicro,2U,Component,Server,Server Chassis,Supermicro CSE-825TQ-R720LPB 720W Redundant 2U Rackmount Server Chassis (Black),,,,,,,0.06741573,0.011764706
3478,MB-X11DHTB,6.72E+11,X11DPH-T-B,Supermicro,Others,Component,Motherboard,Server,Supermicro X11DPH-T-B Dual LGA3647/ Intel C622/ DDR4/ SATA3&USB3.0/ V&2GbE/ EATX Server Motherboard,,,,,,,0.06741573,0.011764706
3482,MB-X9SPVM4,6.72E+11,X9SPV-M4-O,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro X9SPV-M4-O Intel Core i7-3555LE/ Intel QM77/ DDR3/ SATA3&USB3.0/ A&V&4GbE/ Mini-ITX Motherboard & CPU Combo ,,,,,,,0.06741573,0.011764706
3487,MB-X10SV8,6.72E+11,X10SDV-8C-TLN4F-O,Supermicro,CPU on Board Combo,Component,Motherboard,CPU on Board Combo,Supermicro X10SDV-8C-TLN4F-O Intel Xeon D-1540/ DDR4/ SATA3&USB3.0/ V&4GbE/ Mini-ITX Motherboard & CPU Combo,,,,,,,0.06741573,0.011764706
1830,MO-2369U,8.41E+11,MO-2369U,iMicro,Mouse,Component,Input & Output Device,Mouse,iMicro MO-2369U Wired USB Mouse,6.15,1,Recurring,01 January 2019,L,0.26,0.078651685,0.011904762
1843,PJ-P1387W,8.88E+11,MR.JL911.00A,Acer,Projector,Hardware & Software,Projector & Screen,Projector,Acer P1387W 4500 Lumens Essential DLP 3D Projector,103,1,Recurring,01 January 2019,L,5.5,0.078651685,0.011904762
968,SP-CABTB32,8.85E+11,CAB-TBT320M-40G-LINTES,QNAP,USB Cable,Component,Cable,USB Cable,QNAP CAB-TBT320M-40G-LINTES Thunderbolt 3 Active 40GB/S 2M USB TYPE-C Cable,71.75,1,Recurring,01 January 2019,L,1,0.078651685,0.011904762
4055,CA-SK335T3,8.09E+11,SK33502T3,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro SK33502T3 5-bay 3.5 inch HDD Enclosure with 12Gb/s SAS & SATA Backplane,123,1,Recurring,01 January 2019,L,6.6,0.078651685,0.011904762
3415,MB-H310MA,8.90E+11,H310M A,GIGABYTE,Socket 1151,Component,Motherboard,Desktop,GIGABYTE H310M A LGA1151/ Intel H310/ DDR4/ SATA3&USB3.1/ M.2/ A&GbE/ MicroATX Motherboard ,67.14,1,Recurring,01 January 2019,L,1.58,0.078651685,0.011904762
3345,SP-RAM4G3A,,RAM-4GDR3LA0-SO-1866,QNAP,Others,Component,DRAM Memory,Notebook DRAM,QNAP DDR3L-1866 SODIMM 4GB Notebook Memory ,76.88,1,Recurring,01 January 2019,L,1,0.078651685,0.011904762
3504,SYS-5015TY,,SYS-5018D-FN4T 8600044918,Supermicro,1U,Component,Server,Server Barebone,Supermicro SuperServer SYS-5018D-FN4T 8600044918 Intel Xeon D-1541 200W 1U Rackmount Server Barebone System (Black),1288.43,1,Recurring,01 January 2019,L,15,0.078651685,0.011904762
1173,EN-TVS87E8,8.85E+11,TVS-873E-8G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TVS-873E-8G-US AMD RX-421BD 2.1GHz/ 8GB DDR4/ 4GbE/ 8SATA3/ USB3.0/ 8-Bay Tower NAS for SMBs,1360.18,1,Recurring,01 January 2019,L,14.37,0.078651685,0.011904762
3296,MSI-W65263,8.24E+11,WP65263,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI WP65 9TH-263 15.6 inch Intel Core i7-9750H 2.6GHz/ 16GB DDR4/ 512GB NVMe SSD/ Quadro P620/ USB3.1/ Windows 10 Pro Ultrabook (Aluminum Black),1362.23,1,Recurring,01 January 2019,L,6.85,0.078651685,0.011904762
3265,MSI-TRI238,8.24E+11,TRIDENT38238,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Trident 3 8RC-238US Intel Core i7-8700 3.2GHz/ 16GB DDR4/ 512GB SSD/ GTX 1060/ Windows 10 Pro Desktop PC (Black-RGB),1372.48,1,Recurring,01 January 2019,L,13.3,0.078651685,0.011904762
1137,SY-227E1RO,,SSG-2027R-E1R24L OPEN BOX,Supermicro,2U,Component,Server,Server Barebone,"Supermicro SuperStorage Server SSG-2027R-E1R24L Dual LGA2011 920W 2U Rackmount Server Barebone System (Black, OPEN BOX)",1664.6,1,Recurring,01 January 2019,L,61,0.078651685,0.011904762
3510,SY-228RC14,6.72E+11,SYS-2028R-C1R4+,Supermicro,2U,Component,Server,Server Barebone,Supermicro SuperServer SYS-2028R-C1R4+ Dual LGA2011 920W 2U Rackmount Server Barebone System (Black),1742.5,1,Recurring,01 January 2019,L,64,0.078651685,0.011904762
1136,SY-627RFTP,6.72E+11,SYS-6027R-72RFTP+,Supermicro,2U,Component,Server,Server Barebone,Supermicro SuperServer SYS-6027R-72RFTP+ Dual LGA2011 920W 2U Rackmount Server Barebone System (Black),1871.65,1,Recurring,01 January 2019,L,60,0.078651685,0.011904762
1175,EN-TS1254G,8.85E+11,TS-1253BU-RP-4G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TS-1253BU-RP-4G-US Intel Apollo Lake J3455 1.5GHz/ 4GB DDR3L/ 4GbE/ 12SATA3/ USB3.0/ 12-Bay 2U Rackmount NAS for SMB,1928.02,1,Recurring,01 January 2019,L,46.3,0.078651685,0.011904762
3357,SP-X79P-PS,8.85E+11,SP-X79P-PSU,QNAP,Server,Component,Power Supply,Server,QNAP SP-X79P-PSU 350W Power Supply Unit for 8-Bay NAS/NVR ,66,1,Recurring,01 January 2019,L,2.87,0.078651685,0.011904762
2646,CA-SR222,,SR2-22,In Win,Accessory,Hardware & Software,Server & Workstation,Accessory,In-Win SR2-22 4U/3U/2U 22 inch Sliding Rails w/ Ball Bearing,147,1,Recurring,01 January 2019,L,6,0.078651685,0.011904762
2448,CA-TBD5320,6.72E+11,AOC-TBT-DSL5320,Supermicro,Accessory,Component,Motherboard,Accessory,Supermicro AOC-TBT-DSL5320 Thunderbolt 2 Add-on Card,143.5,1,Recurring,01 January 2019,L,0.4,0.078651685,0.011904762
289,P4510KX08T,7.36E+11,SSDPE2KX080T801,Intel,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Intel DC P4510 Series SSDPE2KX080T801 8TB 2.5 inch PCI-Express 3.1 x4 Solid State Drive (TLC),1946.48,1,Recurring,01 January 2019,L,0.38,0.078651685,0.011904762
2344,CA-26H32A0,,26H03220908A0,Chenbro,USB Cable,Component,Cable,USB Cable,Chenbro 26H03220908A0 USB3.0 upgrade for SR209/105 series,91,1,Recurring,01 January 2019,L,0.2,0.078651685,0.011904762
441,FTM96N325H,8.41E+11,FTM96N325H,SUPER TALENT,SATA3,Component,Solid State Drive,SATA3,Super Talent TeraNova 960GB 2.5 inch SATA3 Solid State Drive (TLC),81.49,1,Recurring,01 January 2019,L,0.16,0.078651685,0.011904762
16,CT424B16_W,6.50E+11,BLS16G4D240FSC,Crucial,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Crucial Ballistix Sport LT White DDR4-2400 16GB CL16 Memory,91.23,1,Recurring,01 January 2019,L,0.16,0.078651685,0.011904762
87,W16VB8G8M,,W16VB8G8M(SZ),SUPER TALENT,Server DDR3,Component,DRAM Memory,Server DRAM,Super Talent DDR3-1600 8GB/512Mx8 ECC/REG VLP Server Memory,76.88,1,Recurring,01 January 2019,L,0.06,0.078651685,0.011904762
4078,CA-MCP2219,6.72E+11,MCP-220-82619-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-220-82619-0N Rear Hot-swap 2x 2.5 inch NVMe drive kit,56.58,1,Recurring,01 January 2019,L,1,0.078651685,0.011904762
974,SP-40G2SFX,8.85E+11,LAN-40G2SF-MLX,QNAP,Wired Network Adapter,Component,Networking,Wired Networking,QNAP Dual-port 40 Gigabit SFP+ Network Expansion Card,75,1,Recurring,01 January 2019,L,1,0.078651685,0.011904762
4053,CA-84H3237,8.09E+11,84H323710-027,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro 84H323710-027 2-bay 2.5 inch HDD Moudle w/ 12Gb/s SAS/SATA backplane,51.25,1,Recurring,01 January 2019,L,1,0.078651685,0.011904762
4067,CA-M35TIO,,CSE-M35T-1B,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro CSE-M35T-1B SATA Mobile Rack (Black),101.48,1,Recurring,01 January 2019,L,8,0.078651685,0.011904762
170,HX430K2_32,7.41E+11,HX430C15PB3K2/32,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston HyperX Predator HX430C15PB3K2/32 DDR4-3000 32GB(2x16GB)/2Gx64 CL15 Memory Kit,194.75,1,Recurring,01 January 2019,L,0.55,0.078651685,0.011904762
4101,CA-AOCAGI4,6.72E+11,AOC-SG-I4,Supermicro,Wired Network Adapter,Component,Networking,Wired Networking,Supermicro AOC-SG-I4 DUAL82576/PCIEX8 LP/4XRJ45 Standard Low-Profile 4-port Gigabit Ethernet LAN Card,226.52,1,Recurring,01 January 2019,L,0.5,0.078651685,0.011904762
3489,MB-X10SRG,6.72E+11,X10SRG-F-O,Supermicro,LGA 2011,Component,Motherboard,Server,Supermicro X10SRG-F-O LGA2011/ Intel C612/ DDR4/ SATA3&USB3.0/ V&2GbE/ Proprietary Server Motherboard,320.83,1,Recurring,01 January 2019,L,5,0.078651685,0.011904762
3456,MB-EPC612D,,EPC612D8,ASRock Rack,LGA 2011,Component,Motherboard,Server,ASRock Rack EPC612D8 LGA2011-v3/ Intel C612/ DDR4/ SATA3&USB3.0/ V&2GbE/ ATX Server Motherboard,322.88,1,Recurring,01 January 2019,L,3.5,0.078651685,0.011904762
3118,XP1600HE32,,XP1600HE30002,Seagate,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Seagate Nytro 5000 XP1600HE30002 1.6TB PCI-Express NVMe 3.0 x4  Solid State Drive (3D cMLC),326.97,1,Recurring,01 January 2019,L,0.04,0.078651685,0.011904762
2124,UPS-APS750,37332121608,APS750,Tripp Lite,UPS Accessory,Component,Power Protection / UPS,UPS Accessory,TrippLite PowerVerter 2-Outlet 750W Inverter/Charger w/ Auto Transfer Switching,326.97,1,Recurring,01 January 2019,L,18.6,0.078651685,0.011904762
3475,MB-X11SPP,,X11SPM-TPF-O,Supermicro,Others,Component,Motherboard,Server,Supermicro X11SPM-TPF-O LGA3647/ Intel C622/ DDR4/ SATA3&USB3.0/ V&2GbE/ MicroATX Server Motherboard,390.53,1,Recurring,01 January 2019,L,5,0.078651685,0.011904762
1830,MO-2369U,8.41E+11,MO-2369U,iMicro,Mouse,Component,Input & Output Device,Mouse,iMicro MO-2369U Wired USB Mouse,,,,,,,0.078651685,0.011904762
1843,PJ-P1387W,8.88E+11,MR.JL911.00A,Acer,Projector,Hardware & Software,Projector & Screen,Projector,Acer P1387W 4500 Lumens Essential DLP 3D Projector,,,,,,,0.078651685,0.011904762
968,SP-CABTB32,8.85E+11,CAB-TBT320M-40G-LINTES,QNAP,USB Cable,Component,Cable,USB Cable,QNAP CAB-TBT320M-40G-LINTES Thunderbolt 3 Active 40GB/S 2M USB TYPE-C Cable,,,,,,,0.078651685,0.011904762
4055,CA-SK335T3,8.09E+11,SK33502T3,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro SK33502T3 5-bay 3.5 inch HDD Enclosure with 12Gb/s SAS & SATA Backplane,,,,,,,0.078651685,0.011904762
3415,MB-H310MA,8.90E+11,H310M A,GIGABYTE,Socket 1151,Component,Motherboard,Desktop,GIGABYTE H310M A LGA1151/ Intel H310/ DDR4/ SATA3&USB3.1/ M.2/ A&GbE/ MicroATX Motherboard ,,,,,,,0.078651685,0.011904762
3345,SP-RAM4G3A,,RAM-4GDR3LA0-SO-1866,QNAP,Others,Component,DRAM Memory,Notebook DRAM,QNAP DDR3L-1866 SODIMM 4GB Notebook Memory ,,,,,,,0.078651685,0.011904762
3504,SYS-5015TY,,SYS-5018D-FN4T 8600044918,Supermicro,1U,Component,Server,Server Barebone,Supermicro SuperServer SYS-5018D-FN4T 8600044918 Intel Xeon D-1541 200W 1U Rackmount Server Barebone System (Black),,,,,,,0.078651685,0.011904762
1173,EN-TVS87E8,8.85E+11,TVS-873E-8G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TVS-873E-8G-US AMD RX-421BD 2.1GHz/ 8GB DDR4/ 4GbE/ 8SATA3/ USB3.0/ 8-Bay Tower NAS for SMBs,,,,,,,0.078651685,0.011904762
3296,MSI-W65263,8.24E+11,WP65263,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI WP65 9TH-263 15.6 inch Intel Core i7-9750H 2.6GHz/ 16GB DDR4/ 512GB NVMe SSD/ Quadro P620/ USB3.1/ Windows 10 Pro Ultrabook (Aluminum Black),,,,,,,0.078651685,0.011904762
3265,MSI-TRI238,8.24E+11,TRIDENT38238,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Trident 3 8RC-238US Intel Core i7-8700 3.2GHz/ 16GB DDR4/ 512GB SSD/ GTX 1060/ Windows 10 Pro Desktop PC (Black-RGB),,,,,,,0.078651685,0.011904762
1137,SY-227E1RO,,SSG-2027R-E1R24L OPEN BOX,Supermicro,2U,Component,Server,Server Barebone,"Supermicro SuperStorage Server SSG-2027R-E1R24L Dual LGA2011 920W 2U Rackmount Server Barebone System (Black, OPEN BOX)",,,,,,,0.078651685,0.011904762
3510,SY-228RC14,6.72E+11,SYS-2028R-C1R4+,Supermicro,2U,Component,Server,Server Barebone,Supermicro SuperServer SYS-2028R-C1R4+ Dual LGA2011 920W 2U Rackmount Server Barebone System (Black),,,,,,,0.078651685,0.011904762
1136,SY-627RFTP,6.72E+11,SYS-6027R-72RFTP+,Supermicro,2U,Component,Server,Server Barebone,Supermicro SuperServer SYS-6027R-72RFTP+ Dual LGA2011 920W 2U Rackmount Server Barebone System (Black),,,,,,,0.078651685,0.011904762
1175,EN-TS1254G,8.85E+11,TS-1253BU-RP-4G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TS-1253BU-RP-4G-US Intel Apollo Lake J3455 1.5GHz/ 4GB DDR3L/ 4GbE/ 12SATA3/ USB3.0/ 12-Bay 2U Rackmount NAS for SMB,,,,,,,0.078651685,0.011904762
3357,SP-X79P-PS,8.85E+11,SP-X79P-PSU,QNAP,Server,Component,Power Supply,Server,QNAP SP-X79P-PSU 350W Power Supply Unit for 8-Bay NAS/NVR ,,,,,,,0.078651685,0.011904762
2646,CA-SR222,,SR2-22,In Win,Accessory,Hardware & Software,Server & Workstation,Accessory,In-Win SR2-22 4U/3U/2U 22 inch Sliding Rails w/ Ball Bearing,,,,,,,0.078651685,0.011904762
2448,CA-TBD5320,6.72E+11,AOC-TBT-DSL5320,Supermicro,Accessory,Component,Motherboard,Accessory,Supermicro AOC-TBT-DSL5320 Thunderbolt 2 Add-on Card,,,,,,,0.078651685,0.011904762
289,P4510KX08T,7.36E+11,SSDPE2KX080T801,Intel,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Intel DC P4510 Series SSDPE2KX080T801 8TB 2.5 inch PCI-Express 3.1 x4 Solid State Drive (TLC),,,,,,,0.078651685,0.011904762
2344,CA-26H32A0,,26H03220908A0,Chenbro,USB Cable,Component,Cable,USB Cable,Chenbro 26H03220908A0 USB3.0 upgrade for SR209/105 series,,,,,,,0.078651685,0.011904762
441,FTM96N325H,8.41E+11,FTM96N325H,SUPER TALENT,SATA3,Component,Solid State Drive,SATA3,Super Talent TeraNova 960GB 2.5 inch SATA3 Solid State Drive (TLC),,,,,,,0.078651685,0.011904762
16,CT424B16_W,6.50E+11,BLS16G4D240FSC,Crucial,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Crucial Ballistix Sport LT White DDR4-2400 16GB CL16 Memory,,,,,,,0.078651685,0.011904762
87,W16VB8G8M,,W16VB8G8M(SZ),SUPER TALENT,Server DDR3,Component,DRAM Memory,Server DRAM,Super Talent DDR3-1600 8GB/512Mx8 ECC/REG VLP Server Memory,,,,,,,0.078651685,0.011904762
4078,CA-MCP2219,6.72E+11,MCP-220-82619-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-220-82619-0N Rear Hot-swap 2x 2.5 inch NVMe drive kit,,,,,,,0.078651685,0.011904762
974,SP-40G2SFX,8.85E+11,LAN-40G2SF-MLX,QNAP,Wired Network Adapter,Component,Networking,Wired Networking,QNAP Dual-port 40 Gigabit SFP+ Network Expansion Card,,,,,,,0.078651685,0.011904762
